Object,Period(minute),Start Time,DL_Resource_Block_Utilizing_Rate(%),MaxUSER,Interference(dBm),4G User DL Throughput_SWAP(Kbps)
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,4.06,5,"	-112",12855.867
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,5.704,33,"	-117",15848.572
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,1.78,3,"	-116",2229.067
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,0.749,2,"	-116",1921.333
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,1.006,8,"	-118",12684.8
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,1.615,4,"	-118",2695.166
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,14.256,35,"	-115",26713.588
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:03,2.856,0,"	-117",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,21.55,37,"	-116",19243.914
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:03,0.898,9,"	-117",5945.6
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:03,0.889,0,"	-119",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,2.524,4,"	-113",2904.304
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,13.84,28,"	-116",12921.135
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,1.357,5,"	-116",1294.485
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,2.898,6,"	-116",14136.905
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,1.686,10,"	-118",27761.199
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,2.326,6,"	-117",12348.603
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:02,3.02,1,"	-117",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,15.363,34,"	-115",20356.566
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,19.281,42,"	-116",14403.227
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:02,1.032,7,"	-117",13896.889
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:02,0.902,1,"	-119",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,3.438,5,"	-113",7796
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,25.57,27,"	-116",16127.396
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,1.715,5,"	-116",29477.757
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,2.112,4,"	-116",11804.075
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,10.909,13,"	-118",33959.458
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,6.273,7,"	-118",33587.183
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:01,3.234,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,26.754,33,"	-114",16689.845
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:01,1.174,6,"	-117",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,33.505,44,"	-115",15461.567
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:01,0.986,4,"	-119",28263.333
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,4.258,2,"	-113",6545.5
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,25.528,28,"	-116",11492.707
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,2.501,7,"	-114",2137.198
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,2.046,5,"	-116",8221
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,1.609,10,"	-118",67179.726
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,9.185,5,"	-117",8374
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:00,2.998,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,27.281,39,"	-113",15122.306
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 14:00,0.84,0,"	-117",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,30.973,37,"	-114",12517.463
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 14:00,6.369,4,"	-118",5414.046
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,4.976,4,"	-114",3114.067
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,38.05,24,"	-117",16393.03
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,2.374,3,"	-116",4955.294
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,7.322,8,"	-115",6510.326
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,1.361,10,"	-118",30298.736
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,5.286,4,"	-118",10328.479
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,13.633,37,"	-114",21469.239
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 13:59,2.878,1,"	-117",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,40.939,36,"	-115",13230.415
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 13:59,0.981,2,"	-117",13742.4
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:59,0.887,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,5.178,6,"	-114",3065.319
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,10.93,27,"	-117",16063.263
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,0.929,7,"	-115",7102.857
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,1.72,1,"	-116",NIL
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,1.35,7,"	-118",84656.481
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,52.089,5,"	-118",7189.848
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 13:58,2.894,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,19.642,32,"	-115",20431.839
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,23.762,40,"	-116",12271.925
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 13:58,0.877,4,"	-118",NIL
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:58,0.887,0,"	-119",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,4.122,5,"	-115",8307.93
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,23.122,29,"	-117",17491.019
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,1.76,2,"	-116",11155.765
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,1.103,4,"	-116",2946.718
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,2.017,9,"	-118",84303.92
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,26.19,8,"	-118",5699.512
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 13:57,3.01,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,16.29,35,"	-115",32309.656
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 13:57,1.039,3,"	-117",5232
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,45.369,37,"	-115",13253.527
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:57,0.883,0,"	-119",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,6.218,6,"	-115",9441.615
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,27.438,28,"	-117",9222.175
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,5.476,5,"	-116",9228.605
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,1.978,1,"	-116",NIL
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=11, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML01, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,0.89,2,"	-118",NIL
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=21, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML02, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,13.476,7,"	-118",3574.919
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=35, Cell Name=E_MGW302MF1_FestivalPark-MSD_MF03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 13:56,2.876,1,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=31, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,15.514,35,"	-115",39013.928
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=34, Cell Name=E_MGW302ME1_FestivalPark-MSD_ME03, eNodeB ID=248302, Cell FDD TDD indication=CELL_TDD",1,9/22/2022 13:56,0.832,1,"	-117",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=21, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,13.622,36,"	-115",12895.625
"E_MGW302_FestivalPark-MSD-eNodeB Function Name=E_MGW302M41_FestivalPark-MSD, Local Cell ID=31, Cell Name=E_MGW302ML1_FestivalPark-MSD_ML03, eNodeB ID=248302, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:56,0.882,0,"	-118",NIL
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=33, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR03, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:55,8.534,6,"	-113",5179.39
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=23, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR02, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:55,10.048,25,"	-117",5577.21
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=11, Cell Name=E_MGW573ML1_TirtaAgung-CMI_ML01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:55,4.066,8,"	-116",11154.117
"E_MGW573_TirtaAgung-CMI-eNodeB Function Name=E_MGW573M41_GWKMCI-CMI, Local Cell ID=13, Cell Name=C_MGW573MR1_TirtaAgung-CMI_MR01, eNodeB ID=248573, Cell FDD TDD indication=CELL_FDD",1,9/22/2022 13:55,2.17,1,"	-116",10422.442
